Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Brighton Rock,2010,R,2011-02-04,111 min,"Crime, Drama, Thriller",Rowan Joffe,"Rowan Joffe, Graham Greene (novel)","Sam Riley, Andrea Riseborough, Helen Mirren, John Hurt","Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",English,UK,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1NzcyNzE5NV5BMl5BanBnXkFtZTcwMjcwMjkzNA@@._V1_SX300.jpg,57,5.8,5725,tt1233192,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/brighton_rock-2010/,2011-12-27,"$223,887",IFC Films,http://www.ifcfilms.com/films/brighton-rock,True,NA,Rotten Tomatoes,51%
Saw V,2008,R,2008-10-24,92 min,"Crime, Horror, Mystery, Thriller",David Hackl,"Patrick Melton (screenplay), Marcus Dunstan (screenplay)","Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell","Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",English,"USA, Canada",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzc2ZWQ4YTYtZDY0Zi00YzkxLTgxNTMtMTE3MDE3NzQyNjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,20,5.8,104841,tt1132626,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/saw_v/,2009-01-20,"$56,729,973",Lionsgate,http://saw5.com/,True,NA,Rotten Tomatoes,13%
LOL,2012,PG-13,2012-03-01,97 min,"Comedy, Drama, Romance",Lisa Azuelos,"Lisa Azuelos (screenplay), Kamir Aïnouz (screenplay), Lisa Azuelos (film ""LOL [Laughing Out Loud]®""), Nans Delgado (film ""LOL [Laughing Out Loud]®"")","Jean-Luc Bilodeau, Douglas Booth, Vivian Le Borgne, Bridget Brown","As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.","English, French, Ukrainian",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_SX300.jpg,N/A,4.4,50860,tt1592873,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lol_2011/,2012-07-31,N/A,Lionsgate Films,http://www.lol-themovie.com/,True,NA,Rotten Tomatoes,17%
Jindabyne,2006,R,2006-07-20,123 min,"Crime, Drama, Mystery, Thriller",Ray Lawrence,"Beatrix Christian, Raymond Carver (short story ""So Much Water So Close to Home"")","Chris Haywood, Tatea Reilly, Laura Linney, Sean Rees-Wemyss","After four men on a fishing trip discover a dead body in the water, they choose to delay reporting it and continue fishing.","English, Irish, Aboriginal",Australia,11 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMTk2OTM1MjE1OF5BMl5BanBnXkFtZTcwODgzNTM0MQ@@._V1_SX300.jpg,65,6.3,6116,tt0382765,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jindabyne/,2007-10-02,"$224,114",Sony Pictures Classics,http://www.sonyclassics.com/jindabyne/,True,NA,Rotten Tomatoes,65%
Kabhi Alvida Naa Kehna,2006,R,2006-08-11,193 min,"Drama, Romance",Karan Johar,"Karan Johar (story), Shibani Bathija (screenplay), Karan Johar (screenplay), Niranjan Iyengar (dialogue)","Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji","Dev, a famous footballer, becomes injured and gets dependent on Riya. Brooding on his ill-fate, he gets suspicous of an affair going on between Riya and another man. Is the affair a reality, and if it is, will Dev openly accuse Riya?","Hindi, English",India,4 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNjllNTM0ZWQtMDMyOS00Yzc5LWFlNGYtNTA3MzY0ZjY5YWRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,N/A,6.1,16241,tt0449999,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/kabhi_alvida_naa_kehna/,2006-09-25,"$3,160,978",Yash Raj Films,http://www.msnspecials.in/kank/,True,NA,Rotten Tomatoes,58%
An Ideal Husband,1999,PG-13,1999-06-30,97 min,"Comedy, Romance",Oliver Parker,"Oscar Wilde (play), Oliver Parker (screenplay)","Peter Vaughan, Rupert Everett, Minnie Driver, Cate Blanchett","Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed....",English,"UK, France, USA",Nominated for 2 Golden Globes. Another 4 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3MTkyNTQxM15BMl5BanBnXkFtZTcwNDA2NTAyMQ@@._V1_SX300.jpg,67,6.9,14212,tt0122541,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1091577-ideal_husband/,2000-01-18,N/A,Miramax Films,N/A,True,NA,Rotten Tomatoes,85%
The Last Days on Mars,2013,R,2013-09-19,98 min,"Adventure, Horror, Sci-Fi, Thriller",Ruairi Robinson,"Sydney J. Bounds (short story), Clive Dawson (screenplay)","Liev Schreiber, Elias Koteas, Romola Garai, Olivia Williams",A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.,English,"UK, Ireland",4 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_SX300.jpg,46,5.5,32530,tt1709143,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_last_days_on_mars/,2014-03-04,N/A,Magnolia Pictures,http://www.magnetreleasing.com/thelastdaysonmars,True,NA,Rotten Tomatoes,19%
Darkness,2002,PG-13,2004-12-25,88 min,Horror,Jaume Balagueró,"Jaume Balagueró, Fernando de Felipe, Miguel Tejada-Flores (additional dialogue)","Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini","A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",English,"USA, Spain",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYjE1NTI3ZjItYzVjMi00NWY3LThjNTctNjhhNzU5ZjEwZTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,15,5.4,17971,tt0273517,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/darkness/,2005-04-26,"$22,036,907",Miramax Films,http://movies.fantasticfactory.com/darkness/,True,NA,Rotten Tomatoes,4%
2001: A Space Odyssey,1968,G,1968-05-12,149 min,"Adventure, Sci-Fi",Stanley Kubrick,"Stanley Kubrick (screenplay), Arthur C. Clarke (screenplay)","Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter","After discovering a mysterious artifact buried beneath the lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer HAL 9000.","English, Russian","UK, USA",Won 1 Oscar. Another 13 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,82,8.3,526859,tt0062622,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1000085-2001_a_space_odyssey/,1998-08-25,"$135,620",Warner Bros. Pictures,https://www.warnerbros.com/2001-space-odyssey,True,NA,Rotten Tomatoes,93%
E.T. The Extra-Terrestrial,1982,PG,1982-06-11,115 min,"Family, Sci-Fi",Steven Spielberg,Melissa Mathison,"Dee Wallace, Henry Thomas, Peter Coyote, Robert MacNaughton",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,English,USA,Won 4 Oscars. Another 47 wins & 34 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,91,7.9,330801,tt0083866,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/et_the_extraterrestrial/,2002-10-22,N/A,Universal Pictures,http://www.et20.com/,True,NA,Rotten Tomatoes,98%
In the Land of Women,2007,PG-13,2007-04-20,97 min,"Comedy, Drama, Romance",Jonathan Kasdan,Jonathan Kasdan,"Elena Anaya, Adam Brody, Kelsey Keel, Danielle Savre",A sleazy writer has a chance to redeem himself when he goes to stay with his grandmother and befriends the neighbors.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWI2ZmRlZTQtOTllMS00ZDc3LTllNTAtNWNiOTgyNTNmZjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,47,6.5,29877,tt0419843,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/in_the_land_of_women/,2007-10-30,"$11,001,271",Warner Bros. Pictures,http://www.myspace.com/itlow,True,NA,Rotten Tomatoes,44%
The Blue Butterfly,2004,PG,2004-08-26,97 min,"Drama, Adventure",Léa Pool,Pete McCormack (screenplay),"William Hurt, Pascale Bussières, Marc Donato, Raoul Max Trujillo","A dramatic adventure about courage, redemption and love being filmed in the rain forests of Costa Rica, and in Montreal.","English, Spanish, French","Canada, USA, UK",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxNzYyMjU4MV5BMl5BanBnXkFtZTcwMDgyMDUyMQ@@._V1_SX300.jpg,N/A,6.3,1408,tt0313300,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1159632-blue_butterfly/,2006-05-23,N/A,Alliance Atlantis Communicatio,N/A,True,NA,Rotten Tomatoes,44%
September Dawn,2007,R,2007-08-24,111 min,"Drama, History, Romance, Western",Christopher Cain,"Christopher Cain, Carole Whang Schutter","Terence Stamp, Trent Ford, Krisinda Cain, Shaun Johnston",A love story set during a tense encounter between a wagon train of settlers and a renegade Mormon group.,N/A,"USA, Canada",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5MzE0NzM5MV5BMl5BanBnXkFtZTcwODM0NDM0MQ@@._V1_SX300.jpg,25,5.8,2778,tt0473700,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/september_dawn/,2008-01-01,"$1,059,110",Slowhand Releasing,http://www.septemberdawn.net,True,NA,Rotten Tomatoes,15%
For Greater Glory: The True Story of Cristiada,2012,R,2012-06-01,145 min,"Drama, History, War",Dean Wright,Michael Love,"Mauricio Kuri, Adrian Alonso, Rubén Blades, Catalina Sandino Moreno",A chronicle of the Cristeros War (1926-1929); a war by the people of Mexico against the atheistic Mexican government.,"Spanish, English",Mexico,2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BM2E4NjJmYTktMTI0YS00ODJlLTg2Y2MtNGY5YTU4ZWIxM2UxXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX300.jpg,35,6.6,4098,tt1566501,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/for_greater_glory/,2012-09-11,"$5,669,081",Arc Entertainment,http://forgreaterglory.com/,True,NA,Rotten Tomatoes,21%
La Famille Bélier,2014,N/A,2014-12-17,106 min,"Comedy, Drama, Music",Eric Lartigau,"Victoria Bedos (original idea), Victoria Bedos (scenario), Stanislas Carré de Malberg (scenario), Eric Lartigau (adaptation), Thomas Bidegain (adaptation)","Karin Viard, François Damiens, Eric Elmosnino, Louane Emera","A girl, who lives with her deaf parents, discovers that she has the gift of singing.","French, Sign Languages, Spanish","France, Belgium",7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyMjE3NzIwNF5BMl5BanBnXkFtZTgwODU5ODE4MzE@._V1_SX300.jpg,N/A,7.3,21208,tt3547740,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/la_famille_belier/,2016-01-15,N/A,Jerico,http://www.palacefilms.com.au/thebelierfamily/,True,NA,Rotten Tomatoes,82%
Good Will Hunting,1997,R,1998-01-09,126 min,"Drama, Romance",Gus Van Sant,"Matt Damon, Ben Affleck","Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",English,USA,Won 2 Oscars. Another 22 wins & 57 nominations.,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,70,8.3,751673,tt0119217,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/good_will_hunting/,1998-12-08,N/A,Miramax Films,http://www.miramax.com/movie/good-will-hunting/,True,NA,Rotten Tomatoes,97%
Misconduct,2016,R,2016-02-05,106 min,"Crime, Drama, Mystery, Thriller",Shintaro Shimosawa,"Simon Boyes, Adam Mason","Josh Duhamel, Anthony Hopkins, Al Pacino, Alice Eve","When an ambitious young lawyer takes on a big case against a powerful and ruthless executive of a large pharmaceutical company, he soon finds himself involved in a case of blackmail and corruption.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTQ5NzcwNTM3OV5BMl5BanBnXkFtZTgwMDM3NTA1NzE@._V1_SX300.jpg,24,5.3,13254,tt3658772,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/misconduct/,2016-04-19,N/A,Mike and Marty Productions,N/A,True,NA,Rotten Tomatoes,7%
Saw III,2006,R,2006-10-27,108 min,"Horror, Mystery",Darren Lynn Bousman,"Leigh Whannell (story), James Wan (story), Leigh Whannell (screenplay)","Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh",Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,English,"USA, Canada",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNWVjMzgwMTctZmZjNC00ZmE0LThiNTUtYzkyM2RkYWIzY2Y2XkEyXkFqcGdeQXVyNjEyNDAyMzI@._V1_SX300.jpg,48,6.2,163804,tt0489270,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/saw_3/,2007-01-23,"$80,200,000",Lionsgate Films,http://www.saw3.com/,True,NA,Rotten Tomatoes,28%
Stripes,1981,R,1981-06-26,106 min,"Comedy, War",Ivan Reitman,"Len Blum, Daniel Goldberg, Harold Ramis","Bill Murray, Harold Ramis, Warren Oates, P.J. Soles",Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,"English, Russian, Polish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg,68,6.9,57722,tt0083131,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/stripes/,2001-06-18,N/A,Columbia Pictures,N/A,True,NA,Rotten Tomatoes,86%
Bring It On,2000,PG-13,2000-08-25,98 min,"Comedy, Romance, Sport",Peyton Reed,Jessica Bendinger,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union",A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,English,USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNjhiMjk1YWYtMjgyYy00YTFhLTk0NTMtN2Q5MDZjMWEyYWI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,52,6,79997,tt0204946,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/bring_it_on/,2001-02-13,"$67,905,760",Universal Pictures,http://www.bringitonmovie.com,True,NA,Rotten Tomatoes,63%
The Purge: Election Year,2016,R,2016-07-01,108 min,"Action, Horror, Sci-Fi, Thriller",James DeMonaco,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.","Russian, Afrikaans, English","USA, Japan",6 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxNzk2OTQ1OV5BMl5BanBnXkFtZTgwMTI2NjU5ODE@._V1_SX300.jpg,55,6,78136,tt4094724,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_purge_3_2016/,2016-10-04,N/A,Universal Pictures,http://www.thepurgeelectionyear.com/,True,NA,Rotten Tomatoes,54%
She's All That,1999,PG-13,1999-01-29,95 min,"Comedy, Romance",Robert Iscove,R. Lee Fleming Jr.,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard, Paul Walker",A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,English,USA,8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BY2Y0N2YyOTQtMGNiYy00ZDViLTgxYmItODkxNzlkMWVjNTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,51,5.9,77094,tt0160862,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/shes_all_that/,2002-01-15,N/A,Miramax,N/A,True,NA,Rotten Tomatoes,40%
Precious,2009,R,2009-11-20,110 min,Drama,Lee Daniels,"Geoffrey Fletcher (screenplay), Sapphire (novel)","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey","In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.","English, Italian",USA,Won 2 Oscars. Another 111 wins & 98 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3NDM4ODMwNl5BMl5BanBnXkFtZTcwMTYyNDIzMw@@._V1_SX300.jpg,79,7.3,98995,tt0929632,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/precious/,2010-03-09,"$47,536,959",Lionsgate Films,http://www.weareallprecious.com/,True,NA,Rotten Tomatoes,91%
Saw IV,2007,R,2007-10-26,93 min,"Crime, Horror, Mystery, Thriller",Darren Lynn Bousman,"Patrick Melton (screenplay), Marcus Dunstan (screenplay), Patrick Melton (story), Marcus Dunstan (story), Thomas Fenton (story)","Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",English,"USA, Canada",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_SX300.jpg,36,5.9,129269,tt0890870,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/saw_4/,2008-01-22,"$63,270,259",Lionsgate Films,http://www.saw4.com,True,NA,Rotten Tomatoes,18%
White Noise,2005,PG-13,2005-01-07,101 min,"Drama, Horror, Mystery, Thriller",Geoffrey Sax,Niall Johnson,"Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice",An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,English,"UK, Canada, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNWVkNGY2NTgtNWVhNi00NWU3LWE4NWMtNDFjMzA1N2QzMjQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,30,5.5,45034,tt0375210,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/white_noise/,2005-05-17,"$55,865,715",Universal Pictures,http://www.whitenoisemovie.com/,True,NA,Rotten Tomatoes,7%
Madea's Family Reunion,2006,PG-13,2006-02-24,107 min,"Comedy, Drama, Romance",Tyler Perry,"Tyler Perry, Tyler Perry (play)","Tyler Perry, Blair Underwood, Lynn Whitfield, Boris Kodjoe","While planning her family reunion, a pistol-packing grandma must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces.","English, Spanish",USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwODQxOTI4NV5BMl5BanBnXkFtZTYwNzkwNzY3._V1_SX300.jpg,45,5.1,9922,tt0455612,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/madeas_family_reunion/,2006-06-27,"$63,200,000",Lionsgate,http://www.madeasfamilyreunionmovie.com/index_flash.php,True,NA,Rotten Tomatoes,25%
The Color of Money,1986,R,1986-10-17,119 min,"Drama, Sport",Martin Scorsese,"Walter Tevis (novel), Richard Price (screenplay)","Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver","Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.","English, Spanish",USA,Won 1 Oscar. Another 1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMGUxNDNkZGQtMWEyOS00MzI0LWFmMTUtMmEyNzk1YzBiYzljXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,77,7,66731,tt0090863,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/color_of_money/,2001-03-06,N/A,Touchstone Pictures,N/A,True,NA,Rotten Tomatoes,89%
The Longest Day,1962,G,1962-10-04,178 min,"Action, Drama, History, War","Ken Annakin, Andrew Marton, Bernhard Wicki, Gerd Oswald, Darryl F. Zanuck","Cornelius Ryan (screenplay), Cornelius Ryan (book), Romain Gary (additional episodes written by), James Jones (additional episodes written by), David Pursall (additional episodes written by), Jack Seddon (additional episodes written by)","Eddie Albert, Paul Anka, Arletty, Jean-Louis Barrault","The events of D-Day, told on a grand scale from both the Allied and German points of view.","English, German, French",USA,Won 2 Oscars. Another 6 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.8,48255,tt0056197,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/longest_day/,1999-11-02,N/A,Twentieth Century Fox Home Entertainment,N/A,True,NA,Rotten Tomatoes,91%
The Mighty Ducks,1992,PG,1992-10-02,100 min,"Comedy, Drama, Family, Sport",Stephen Herek,Steven Brill,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling",A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZTc4YzQ4NTMtZjc2Yy00OWY1LWIxNGMtZTJkMmFiN2M4ZGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,46,6.5,51786,tt0104868,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mighty_ducks/,2000-04-11,N/A,Buena Vista Pictures,N/A,True,NA,Rotten Tomatoes,21%
The Grudge,2004,PG-13,2004-10-22,91 min,"Horror, Mystery, Thriller",Takashi Shimizu,"Stephen Susco (screenplay), Takashi Shimizu (film ""Ju-On: The Grudge"")","Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall","An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.","English, Japanese","USA, Japan",2 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg,49,5.9,129574,tt0391198,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/grudge/,2005-02-01,"$110,175,871",Sony Pictures Entertainment,http://www.sonypictures.com/movies/thegrudge/site/,True,NA,Rotten Tomatoes,39%
Happy Gilmore,1996,PG-13,1996-02-16,92 min,"Comedy, Sport",Dennis Dugan,"Tim Herlihy, Adam Sandler","Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,31,7,178002,tt0116483,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/happy_gilmore/,1998-02-24,N/A,MCA Universal Home Video,N/A,True,NA,Rotten Tomatoes,61%
Jeepers Creepers,2001,R,2001-08-31,90 min,"Horror, Mystery",Victor Salva,Victor Salva,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher",A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,English,"Germany, USA",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@._V1_SX300.jpg,49,6.2,101419,tt0263488,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/jeepers_creepers/,2002-01-08,N/A,MGM Pictures,http://www.mgm.com/jeeperscreepers,True,NA,Rotten Tomatoes,46%
Bill & Ted's Excellent Adventure,1989,PG,1989-02-17,90 min,"Adventure, Comedy, Music, Sci-Fi",Stephen Herek,"Chris Matheson, Ed Solomon","Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri",Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.,"English, French, German, Greek,  Ancient (to 1453)",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@._V1_SX300.jpg,44,6.9,97298,tt0096928,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/bill_and_teds_excellent_adventure/,2001-12-04,N/A,Orion Pictures Corporation,http://www.mgm.com/title_title.do?title_star=BILLTEDS,True,NA,Rotten Tomatoes,78%
Oliver!,1968,G,1968-09-27,153 min,"Drama, Family, Musical",Carol Reed,"Lionel Bart (book), Vernon Harris (screenplay), Charles Dickens (freely adapted from ""Oliver Twist"" by)","Ron Moody, Shani Wallis, Oliver Reed, Harry Secombe","After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.",English,UK,Won 5 Oscars. Another 7 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,7.5,30693,tt0063385,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/oliver/,1998-08-11,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,81%
