Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
Amores Perros,2000,R,2001-04-13,154 min,"Drama, Thriller",Alejandro G. Iñárritu,Guillermo Arriaga,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Spanish,Mexico,Nominated for 1 Oscar. Another 54 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMWJhOTg5MWQtYTJjMi00YmFkLTg4ODgtYmU2YWVhODQ4ZDM3XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,83,8.1,204257,tt0245712,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/amores_perros/,2001-09-25,"$4,856,342",Lionsgate,N/A,True,NA,Rotten Tomatoes,92%
Thirteen,2003,R,2003-09-19,100 min,Drama,Catherine Hardwicke,"Catherine Hardwicke, Nikki Reed","Nikki Reed, Evan Rachel Wood, Vanessa Hudgens, Holly Hunter","A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.","English, Spanish, Portuguese","USA, UK",Nominated for 1 Oscar. Another 14 wins & 48 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_SX300.jpg,70,6.8,75116,tt0328538,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/thirteen/,2004-01-27,"$4,500,238",Fox Searchlight Pictures,http://www.apple.com/trailers/fox_searchlight/thirteen/,True,NA,Rotten Tomatoes,81%
Gentleman's Agreement,1947,Not Rated,1948-03-01,118 min,"Drama, Romance",Elia Kazan,"Laura Z. Hobson (novel), Moss Hart (screen play)","Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",English,USA,Won 3 Oscars. Another 9 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.4,13087,tt0039416,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/gentlemans_agreement/,2000-03-07,N/A,Twentieth Century Fox Home Entertainment,N/A,True,NA,Rotten Tomatoes,78%
Winter's Bone,2010,R,2010-07-16,100 min,"Drama, Mystery",Debra Granik,"Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)","Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,English,USA,Nominated for 4 Oscars. Another 63 wins & 120 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,90,7.2,126018,tt1399683,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10012136-winters_bone/,2010-10-26,"$6,200,000",Roadside Attractions,http://www.wintersbonemovie.com/,True,NA,Rotten Tomatoes,94%
Touching the Void,2003,R,2004-03-12,106 min,"Documentary, Adventure, Drama, Sport",Kevin Macdonald,Joe Simpson (book),"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson",The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,English,"UK, USA",6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYjM3NGVhNjQtYTQ3YS00MTFkLThjZjYtYWZhMWMyNTczOGUwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,82,8,30854,tt0379557,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/touching_the_void/,2004-06-15,"$4,527,224",IFC Films,http://ifcfilms.com/?CAT0=3127&amp;CAT1=4309&amp;SHID=19906&amp;AID=5367&amp;CLR=red&amp;BCLR=CC0000,True,NA,Rotten Tomatoes,94%
Alexander's Ragtime Band,1938,APPROVED,1938-08-16,106 min,"Drama, Musical, Romance",Henry King,"Kathryn Scola (screen play), Lamar Trotti (screen play), Richard Sherman (adaptation)","Tyrone Power, Alice Faye, Don Ameche, Ethel Merman",This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.,English,USA,Won 1 Oscar. Another 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,7,1508,tt0029852,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/alexanders_ragtime_band/,2004-09-07,N/A,20th Century Fox Film Corporation,N/A,True,NA,Rotten Tomatoes,80%
Me and You and Everyone We Know,2005,R,2005-08-05,91 min,"Comedy, Drama",Miranda July,Miranda July,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",A lonely shoe salesman and an eccentric performance artist struggle to connect in this unique take on contemporary life.,English,"USA, UK",22 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0NTY1ODI4NF5BMl5BanBnXkFtZTYwNzQ2OTc3._V1_SX300.jpg,76,7.3,33308,tt0415978,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/me_and_you_and_everyone_we_know/,2005-10-11,"$3,800,000",IFC Films,http://www.meandyoumovie.com/,True,NA,Rotten Tomatoes,82%
Inside Job,2010,PG-13,2010-11-12,109 min,"Documentary, Crime",Charles Ferguson,"Charles Ferguson, Chad Beck, Adam Bolt","Matt Damon, Gylfi Zoega, Andri Snær Magnason, Sigridur Benediktsdottir",Takes a closer look at what brought about the 2008 financial meltdown.,English,USA,Won 1 Oscar. Another 7 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX300.jpg,88,8.3,64664,tt1645089,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/inside_job_2010/,2011-03-08,"$4,311,834",Sony Pictures Classics,http://www.sonyclassics.com/insidejob/,True,NA,Rotten Tomatoes,98%
We Are Your Friends,2015,R,2015-08-28,96 min,"Drama, Music, Romance",Max Joseph,"Max Joseph (screenplay), Meaghan Oppenheimer (screenplay), Richard Silverman (story)","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",English,"UK, France, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjE2NjIxODUxNF5BMl5BanBnXkFtZTgwMjI1MzM1NjE@._V1_SX300.jpg,46,6.2,31348,tt3787590,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/we_are_your_friends_2015/,2015-11-17,N/A,Working Title Films,N/A,True,NA,Rotten Tomatoes,39%
Ghost Dog: The Way of the Samurai,1999,R,2000-03-24,116 min,"Action, Crime, Drama, Thriller",Jim Jarmusch,Jim Jarmusch,"Forest Whitaker, John Tormey, Cliff Gorman, Dennis Liu",An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,"English, French","France, Germany, USA, Japan",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZWQxZTJmN2YtMjdmMS00ZTFmLTk5ZDYtODA4ZDA1YWQ2MjMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,67,7.5,78404,tt0165798,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ghost_dog_the_way_of_the_samurai/,2000-08-22,N/A,Artisan Entertainment,http://www.wayofthesamurai.com,True,NA,Rotten Tomatoes,82%
Harsh Times,2005,R,2006-11-10,116 min,"Action, Crime, Drama, Thriller",David Ayer,David Ayer,"Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman",A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.,"English, Spanish, Korean",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0Mzc1NTY1N15BMl5BanBnXkFtZTYwMTMxOTY3._V1_SX300.jpg,56,6.9,59684,tt0433387,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/harsh_times/,2007-03-13,"$3,304,691",MGM,http://www.harshtimes.com,True,NA,Rotten Tomatoes,48%
Captive,2015,PG-13,2015-09-18,97 min,"Action, Crime, Drama, Thriller",Jerry Jameson,"Brian Bird (screenplay by), Ashley Smith (book), Stacy Mattingly (book)","Elle Graham, Kate Mara, Claudia Church, Gina Stewart",A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.,English,"Mexico, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjMwNzIyNTY5N15BMl5BanBnXkFtZTgwOTUyNDEwNjE@._V1_SX300.jpg,36,5.4,5906,tt3268668,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,https://www.rottentomatoes.com/m/captive_2015,2016-01-05,"$1,963,974",Paramount Pictures,http://www.captivethemovie.com/,True,NA,Rotten Tomatoes,27%
Full Frontal,2002,R,2002-08-02,101 min,"Comedy, Romance",Steven Soderbergh,Coleman Hough,"David Duchovny, Nicky Katt, Catherine Keener, Mary McCormack","A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzE5NjAwNDk3Nl5BMl5BanBnXkFtZTYwOTk3MjM3._V1_SX300.jpg,45,4.7,9165,tt0290212,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/full_frontal/,2003-02-11,N/A,Miramax Films,http://www.fullfrontal.com,True,NA,Rotten Tomatoes,39%
Witchboard,1986,R,1987-03-13,98 min,"Horror, Mystery, Thriller",Kevin Tenney,Kevin Tenney,"Todd Allen, Tawny Kitaen, Stephen Nichols, Kathleen Wilhoite",Friends playing with an Ouija board at a late-night party unleash a demonic spirit who begins hunting them.,English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BYTEzYjE4ZWQtYjEzNC00NzU4LTg1YmMtNDk4MDExMzU2YjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.7,5230,tt0090327,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/witchboard/,2004-08-24,N/A,Cinema Group,https://www.shoutfactory.com/,True,NA,Rotten Tomatoes,46%
Hamlet,1996,PG-13,1996-12-25,242 min,Drama,Kenneth Branagh,"William Shakespeare (play), Kenneth Branagh (screenplay)","Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",English,"UK, USA",Nominated for 4 Oscars. Another 9 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,N/A,7.8,33767,tt0116477,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1075422-hamlet/,2007-08-14,N/A,Sony Pictures Classics,N/A,True,NA,Rotten Tomatoes,95%
Shortbus,2006,Not Rated,2006-10-20,101 min,"Drama, Romance",John Cameron Mitchell,John Cameron Mitchell,"Paul Dawson, Lindsay Beamish, Adam Hardman, Sook-Yin Lee","A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",English,USA,7 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZjkwMTk1OWMtZjg4ZC00YWVlLTkyZGItZTU4ZjQ5NDM0M2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,64,6.5,30159,tt0367027,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/shortbus/,2007-03-13,"$1,851,628",ThinkFilm,http://www.shortbusthemovie.com/,True,NA,Rotten Tomatoes,67%
Waltz with Bashir,2008,R,2008-06-12,90 min,"Animation, Biography, Drama, History, War",Ari Folman,Ari Folman,"Ari Folman, Ori Sivan, Ronny Dayag, Shmuel Frenkel",An Israeli film director interviews fellow veterans of the 1982 invasion of Lebanon to reconstruct his own memories of his term of service in that conflict.,"Hebrew, Arabic, German, English","Israel, France, Germany, USA, Finland, Switzerland, Belgium, Australia",Nominated for 1 Oscar. Another 44 wins & 58 nominations.,https://m.media-amazon.com/images/M/MV5BNjM2OTI3NzQyNl5BMl5BanBnXkFtZTcwNjkzNzQ5MQ@@._V1_SX300.jpg,91,8,51641,tt1185616,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/waltz_with_bashir/,2009-06-23,"$2,300,000",Sony Pictures Classics,http://www.sonyclassics.com/waltzwithbashir,True,NA,Rotten Tomatoes,96%
"The Book of Mormon Movie, Volume 1: The Journey",2003,PG-13,2004-01-12,120 min,Adventure,Gary Rogers,"Craig Clyde (screenplay), Gary Rogers","Noah Danby, Jacque Gray, Bryce Chamberlain, Jan Broberg","The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMGIzNmY5MjQtOTRmNy00YzNkLTkyMTUtMzk1NGMwZTA3ODRhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,N/A,3.2,415,tt0349159,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/book_of_mormon/,2006-07-04,"$1,064,914",Mormon Movies,N/A,True,NA,Rotten Tomatoes,17%
No End in Sight,2007,Not Rated,2007-01-22,102 min,"Documentary, War",Charles Ferguson,Charles Ferguson,"Campbell Scott, Gerald Burke, Ali Fadhil, Omar Fekeiki",A comprehensive look at the Bush Administration's conduct of the Iraq war and its occupation of the country.,"English, Arabic",USA,Nominated for 1 Oscar. Another 12 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NDYzODE4OV5BMl5BanBnXkFtZTcwMjAyOTk0MQ@@._V1_SX300.jpg,89,8.3,7843,tt0912593,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/no_end_in_sight/,2007-10-30,"$1,250,100",Magnolia Pictures,http://www.noendinsightmovie.com,True,NA,Rotten Tomatoes,96%
The Diary of a Teenage Girl,2015,R,2015-08-28,102 min,"Comedy, Drama, Romance",Marielle Heller,"Phoebe Gloeckner (novel), Marielle Heller (screenplay)","Bel Powley, Willie, Kristen Wiig, Abby Wait",A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.,English,USA,16 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MTQ3NTgwOF5BMl5BanBnXkFtZTgwMDQ3NTc5NTE@._V1_SX300.jpg,87,6.9,26378,tt3172532,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_diary_of_a_teenage_girl/,2016-01-19,N/A,Sony Pictures Classics,http://sonyclassics.com/thediaryofateenagegirl/,True,NA,Rotten Tomatoes,94%
In the Shadow of the Moon,2007,PG,2007-11-02,100 min,"Documentary, History",David Sington,N/A,"Buzz Aldrin, Neil Armstrong, Stephen Armstrong, Viola Armstrong",The crew members of NASA's Apollo missions tell their story in their own words.,"English, French, Japanese","UK, USA",6 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BYjhjN2NjYTgtNTU2ZS00ODM2LWJjODYtOGRhYWYwNThjMTBmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,84,8.1,6068,tt0925248,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1174399-in_the_shadow_of_the_moon/,2008-02-12,"$941,775",ThinkFilm,http://www.thinkfilmcompany.com/,True,NA,Rotten Tomatoes,95%
Meek's Cutoff,2010,PG,2011-04-15,104 min,"Drama, Western",Kelly Reichardt,Jonathan Raymond (screenplay),"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan",Settlers traveling through the Oregon desert in 1845 find themselves stranded in harsh conditions.,English,USA,7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0MzQzMjUxM15BMl5BanBnXkFtZTcwNzgyNjg0NA@@._V1_SX300.jpg,85,6.6,10233,tt1518812,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/meeks_cutoff/,2011-08-08,"$977,600",Oscilloscope Pictures,http://meekscutoff.com/,True,NA,Rotten Tomatoes,86%
Inside Deep Throat,2005,NC-17,2005-04-21,89 min,"Documentary, Biography, History","Fenton Bailey, Randy Barbato","Fenton Bailey, Randy Barbato","Dennis Hopper, Gerard Damiano, John Waters, Larry Flynt","An examination of the infamous pornographic film Deep Throat (1972), covering aspects from the film's creation to its cultural impact.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYyOTkyMjk5MV5BMl5BanBnXkFtZTcwMzI2MDgyMQ@@._V1_SX300.jpg,64,6.7,6149,tt0418753,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/inside_deep_throat/,2005-09-20,"$479,143",Universal Pictures,http://www.insidedeepthroatmovie.com/,True,NA,Rotten Tomatoes,83%
Dinner Rush,2000,R,2002-03-29,99 min,"Crime, Drama, Romance",Bob Giraldi,"Rick Shaughnessy, Brian S. Kalata","Danny Aiello, John Rothman, Frank Bongiorno, Lexie Sperduto",Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective ...,"English, Italian, French",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMjEwNjM4MjQ0Nl5BMl5BanBnXkFtZTcwNDk3ODYxMQ@@._V1_SX300.jpg,79,7.3,4559,tt0229340,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/dinner_rush/,2003-01-21,N/A,Access Motion Picture Group,http://www.dinnerrush.com,True,NA,Rotten Tomatoes,91%
Clockwatchers,1997,PG-13,1998-05-15,96 min,"Comedy, Drama",Jill Sprecher,"Jill Sprecher, Karen Sprecher","Toni Collette, Parker Posey, Lisa Kudrow, Alanna Ubach","The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",English,"UK, USA",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYzZlNDE3MzYtNDg4MC00ODMwLTk5NzktNjBjZDA3YTVkNzViXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,6.4,4233,tt0118866,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/clockwatchers/,2006-09-26,N/A,BMG,N/A,True,NA,Rotten Tomatoes,83%
The Virginity Hit,2010,R,2010-09-24,86 min,Comedy,"Huck Botko, Andrew Gurland","Andrew Gurland, Huck Botko","Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline","Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTM0NzI4MTg2MF5BMl5BanBnXkFtZTcwODM2NDY4Mw@@._V1_SX300.jpg,40,4.6,3679,tt1695994,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_virginity_hit_2010/,2011-01-18,"$535,249",Sony Pictures/Columbia,http://www.thevirginityhit.com/,True,NA,Rotten Tomatoes,29%
Subway,1985,R,1985-11-06,104 min,Thriller,Luc Besson,"Luc Besson (dialogue), Luc Besson (scenario), Pierre Jolivet (scenario), Alain Le Henry (scenario), Marc Perrier (dialogue), Marc Perrier (scenario), Sophie Schmit (scenario)","Isabelle Adjani, Christopher Lambert, Richard Bohringer, Michel Galabru","On improvising a burglary at a shady tycoon's home, Fred takes refuge in the hip and surreal universe of the Paris Metro and encounters its assorted denizens, the tycoon's henchmen and his disenchanted young wife.",French,France,Nominated for 1 BAFTA Film Award. Another 3 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNWU2YjBmYWItYThkYy00ZDA5LWIzZDAtYjVkYmE5MTMxZjA3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,6.6,12731,tt0090095,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/subway/,1999-01-07,N/A,Gaumont,N/A,True,NA,Rotten Tomatoes,86%
House of D,2004,PG-13,2005-04-29,97 min,"Comedy, Drama",David Duchovny,David Duchovny,"Anton Yelchin, Robin Williams, Téa Leoni, Erykah Badu","By working through problems stemming from his past, Tom Warshaw, an American artist living in Paris, begins to discover who he really is, and returns to his home to reconcile with his family and friends.","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE4OTQzOTM4Ml5BMl5BanBnXkFtZTcwNzE1MzgyMQ@@._V1_SX300.jpg,33,7,8223,tt0372334,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/house_of_d/,2005-10-04,"$371,081",Lions Gate Films,http://www.houseofdthemovie.com,True,NA,Rotten Tomatoes,10%
Teeth,2007,R,2008-04-03,94 min,"Comedy, Fantasy, Horror, Thriller",Mitchell Lichtenstein,Mitchell Lichtenstein,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",English,USA,2 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZjVjMjY4MzMtYzljNi00NDQ5LTk3NTYtNzY5NzYyY2FjZTZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,57,5.4,38833,tt0780622,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/teeth/,2008-05-06,"$182,599",Roadside Attractions,http://www.teethmovie.com/,True,NA,Rotten Tomatoes,79%
Six-String Samurai,1998,PG-13,1998-09-18,91 min,"Action, Adventure, Comedy, Drama, Fantasy, Music, Sci-Fi",Lance Mungia,"Jeffrey Falcon, Lance Mungia","Jeffrey Falcon, Justin McGuire, Kim De Angelo, Stephane Gauger","In the post-apocalyptic world of 1960s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZWM4Mjc2YzUtM2IyMC00MWE4LWJiNDEtNjVmYjRhZjU1YTdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.7,6312,tt0118736,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/sixstring_samurai/,1999-02-23,N/A,Palm Pictures,N/A,True,NA,Rotten Tomatoes,60%
It's All Gone Pete Tong,2004,R,2005-05-27,90 min,"Biography, Comedy, Drama",Michael Dowse,Michael Dowse,"Paul Kaye, Beatriz Batarda, Kate Magowan, Mike Wilmot",A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,English,"UK, Canada",11 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0OTY2MzMyN15BMl5BanBnXkFtZTcwNzE5NTgyMQ@@._V1_SX300.jpg,56,7.4,18029,tt0388139,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/its_all_gone_pete_tong/,2005-09-20,N/A,Matson Films,http://www.itsallgonepetetong.com/,True,NA,Rotten Tomatoes,76%
Saint John of Las Vegas,2009,R,2009-06-10,85 min,"Comedy, Drama",Hue Rhodes,Hue Rhodes,"Steve Buscemi, Romany Malco, Sarah Silverman, Peter Dinklage",An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0NjMxMjk2NF5BMl5BanBnXkFtZTcwNzI5MDU4Mg@@._V1_SX300.jpg,32,5.7,2690,tt1276105,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/saint_john_of_las_vegas/,2010-07-13,"$72,245",IndieVest Pictures,http://www.saintjohnmovie.com/,True,NA,Rotten Tomatoes,23%
TwentyFourSeven,1997,R,1998-05-01,96 min,"Comedy, Drama, Romance, Sport",Shane Meadows,"Paul Fraser, Shane Meadows","Danny Nussbaum, Toby, Bob Hoskins, Bruce Jones","In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience,...",English,UK,12 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BODY1NTQzMDQ0M15BMl5BanBnXkFtZTcwMTg5OTUxMQ@@._V1_SX300.jpg,N/A,7.1,2267,tt0120391,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/twentyfourseven/,1998-11-07,N/A,Universal Pictures,N/A,True,NA,Rotten Tomatoes,35%
Stonewall,2015,R,2015-09-25,129 min,Drama,Roland Emmerich,Jon Robin Baitz,"Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones",A young man's political awakening and coming of age during the days and weeks leading up to the Stonewall Riots.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MDY0Mjk0MV5BMl5BanBnXkFtZTgwMTkzMDY0NjE@._V1_SX300.jpg,30,5.1,2905,tt3018070,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/stonewall_2015/,2016-01-19,N/A,Roadside Attractions,N/A,True,NA,Rotten Tomatoes,10%
Roadside Romeo,2008,PG,2008-10-24,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Romance",Jugal Hansraj,Jugal Hansraj,"Saif Ali Khan, Kareena Kapoor, Javed Jaffrey, Vrajesh Hirjee","This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the ...","Hindi, English","India, USA",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOTlhNjM4NTYtZmRlNC00Y2UwLWFhY2QtNDM2NDFiZjU1OWQ4XkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_SX300.jpg,N/A,5.3,1105,tt1050739,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/roadside_romeo/,2009-07-28,"$41,770",Yash Raj Films/Walt Disney Films,http://www.yashrajfilms.com/,True,NA,Rotten Tomatoes,40%
