Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
The Heat,2013,R,2013-06-28,117 min,"Action, Comedy, Crime",Paul Feig,Katie Dippold,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,"English, Spanish, Bulgarian",USA,7 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjA2MDQ2ODM3MV5BMl5BanBnXkFtZTcwNDUzMTQ3OQ@@._V1_SX300.jpg,60,6.6,151310,tt2404463,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_heat/,2013-10-15,"$158,300,000",20th Century Fox,http://www.theheatmovie.com/#/trailer,True,NA,Rotten Tomatoes,65%
Cleopatra,1963,G,1963-07-31,192 min,"Biography, Drama, History, Romance",Joseph L. Mankiewicz,"Joseph L. Mankiewicz (screenplay), Ranald MacDougall (screenplay), Sidney Buchman (screenplay), Plutarch (histories), Suetonius (histories), Appian (histories), Carlo Maria Franzero (book)","Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown",Queen Cleopatra of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,English,"USA, UK, Switzerland",Won 4 Oscars. Another 2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,60,7,25933,tt0056937,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1004330-cleopatra/,2001-04-03,N/A,20th Century Fox,N/A,True,NA,Rotten Tomatoes,56%
Here Comes the Boom,2012,PG,2012-10-12,105 min,"Action, Comedy, Sport",Frank Coraci,"Allan Loeb, Kevin James","Kevin James, Salma Hayek, Henry Winkler, Greg Germann",A high school biology teacher looks to become a successful mixed-martial arts fighter in an effort to raise money to prevent extra-curricular activities from being axed at his cash-strapped school.,"English, Dutch",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxMzEzNDQ0Nl5BMl5BanBnXkFtZTcwMDI2NTY1OA@@._V1_SX300.jpg,40,6.4,80854,tt1648179,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/here_comes_the_boom/,2013-02-05,"$45,274,251",Sony/Columbia Pictures,http://boom-movie.com/,True,NA,Rotten Tomatoes,40%
The Mirror Has Two Faces,1996,PG-13,1996-11-15,126 min,"Comedy, Drama, Romance",Barbra Streisand,"André Cayatte (screenplay ""Le Miroir a Deux Faces""), Gérard Oury (screenplay ""Le Miroir a Deux Faces""), Richard LaGravenese (screen story), Richard LaGravenese (screenplay)","Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal","A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",English,USA,Nominated for 2 Oscars. Another 4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNGQ2YjJjYmUtNTg5Mi00MWUxLWE2MDAtOGI0NmYzMThiMzViXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_SX300.jpg,N/A,6.5,13252,tt0117057,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mirror_has_two_faces/,1998-01-20,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,56%
The Mothman Prophecies,2002,PG-13,2002-01-25,119 min,"Drama, Horror, Mystery, Thriller",Mark Pellington,"Richard Hatem (screenplay), John A. Keel (novel)","Richard Gere, David Eigenberg, Bob Tracey, Ron Emanuel","A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,52,6.5,70374,tt0265349,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/mothman_prophecies/,2002-06-04,"$35,228,696",Screen Gems,http://www.spe.sony.com/movies/mothman,True,NA,Rotten Tomatoes,52%
Brüno,2009,R,2009-07-10,81 min,Comedy,Larry Charles,"Sacha Baron Cohen (screenplay), Anthony Hines (screenplay), Dan Mazer (screenplay), Jeff Schaffer (screenplay), Sacha Baron Cohen (story), Peter Baynham (story), Anthony Hines (story), Dan Mazer (story), Sacha Baron Cohen (character)","Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu",Flamboyant and gay Austrian Brüno looks for new fame in America.,"English, German","USA, UK",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNDIwNDE5MV5BMl5BanBnXkFtZTcwMDA2MzA1Mg@@._V1_SX300.jpg,54,5.8,132411,tt0889583,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/bruno/,2009-11-17,"$59,992,760",Universal Pictures,http://www.meinspace.com/bruno,True,NA,Rotten Tomatoes,67%
Licence to Kill,1989,PG-13,1989-07-14,133 min,"Action, Adventure, Thriller",John Glen,"Michael G. Wilson, Richard Maibaum, Ian Fleming (characters)","Timothy Dalton, Carey Lowell, Robert Davi, Talisa Soto","James Bond goes rogue and sets off to unleash vengeance on a drug lord who tortured his best friend, a C.I.A. Agent, and left him for dead and murdered his bride after he helped capture him.","English, Spanish","UK, Mexico, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BODY3M2I0NGItYzJhNy00M2NiLThhMDgtNjZkNjA1NTQzMDM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,58,6.6,84579,tt0097742,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/licence_to_kill/,2002-10-22,N/A,United Artists,N/A,True,NA,Rotten Tomatoes,77%
Red Riding Hood,2011,PG-13,2011-03-11,100 min,"Fantasy, Horror, Mystery, Romance, Thriller",Catherine Hardwicke,David Leslie Johnson-McGoldrick,"Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",English,"USA, Canada",5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg,29,5.5,100986,tt1486185,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/girl_with_the_red_riding_hood/,2011-06-14,"$37,200,000",Warner Bros.,http://redridinghood.warnerbros.com/,True,NA,Rotten Tomatoes,10%
15 Minutes,2001,R,2001-03-09,120 min,"Action, Crime, Drama, Thriller",John Herzfeld,John Herzfeld,"Robert De Niro, Edward Burns, Kelsey Grammer, Avery Brooks",A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.,"English, Czech, Russian, Greek, Afrikaans","USA, Germany",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI3MzQ1MzIwNl5BMl5BanBnXkFtZTYwMTAxODc5._V1_SX300.jpg,34,6.1,46055,tt0179626,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/15_minutes/,2001-08-14,"$24,160,216",New Line Cinema,http://www.15minutesmovie.com,True,NA,Rotten Tomatoes,32%
Super Mario Bros.,1993,PG,1993-05-28,104 min,"Adventure, Comedy, Family, Fantasy, Sci-Fi","Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon","Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",English,"UK, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMzRmNGY0NTctYTNkNC00M2FkLWI0ZTgtYTE5ODhiZjYxMDkxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,4,44629,tt0108255,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/super_mario_bros/,2003-06-03,N/A,Buena Vista,N/A,True,NA,Rotten Tomatoes,14%
Lord of War,2005,R,2005-09-16,122 min,"Crime, Drama, Thriller",Andrew Niccol,Andrew Niccol,"Nicolas Cage, Bridget Moynahan, Jared Leto, Shake Tukhmanyan",An arms dealer confronts the morality of his work as he is being chased by an Interpol Agent.,"English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish","USA, Germany, France",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,62,7.6,273636,tt0399295,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lord_of_war/,2006-01-17,"$24,033,036",Lions Gate,http://www.lordofwarthemovie.com/,True,NA,Rotten Tomatoes,61%
One for the Money,2012,PG-13,2012-01-27,91 min,"Action, Comedy, Crime, Romance, Thriller",Julie Anne Robinson,"Stacy Sherman (screenplay), Karen Ray (screenplay), Liz Brixius (screenplay), Janet Evanovich (novel)","Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo","Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,22,5.3,38049,tt1598828,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/one_for_the_money/,2012-05-15,"$26,100,000",Lionsgate Films,http://oneforthemoneyfilm.com/,True,NA,Rotten Tomatoes,2%
The Interview,2014,R,2014-12-24,112 min,Comedy,"Evan Goldberg, Seth Rogen","Dan Sterling (screenplay), Seth Rogen (story), Evan Goldberg (story), Dan Sterling (story)","James Franco, Seth Rogen, Lizzy Caplan, Randall Park","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him.","English, Korean",USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzMTcwMzgyMV5BMl5BanBnXkFtZTgwMzAyMzQ2MzE@._V1_SX300.jpg,52,6.5,283218,tt2788710,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_interview_2014/,2015-02-17,"$4,551,688",Sony Pictures,http://theinterviewmovie.tumblr.com/,True,NA,Rotten Tomatoes,51%
The Warrior's Way,2010,R,2010-12-03,100 min,"Action, Fantasy, Western",Sngmoo Lee,Sngmoo Lee,"Dong-Gun Jang, Kate Bosworth, Geoffrey Rush, Danny Huston",A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,English,"New Zealand, South Korea",N/A,https://m.media-amazon.com/images/M/MV5BOTU1MWI0NmQtMTIwNi00OGEyLTgyNmItYjEwODBlZDIwYTdhXkEyXkFqcGdeQXVyNzA3Mjg3Mzg@._V1_SX300.jpg,45,6.3,24032,tt1032751,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the-warriors-way/,2011-06-28,"$5,664,251",Rogue,http://www.iamrogue.com/thewarriorsway,True,NA,Rotten Tomatoes,28%
Micmacs,2009,R,2010-06-11,105 min,"Action, Comedy, Crime",Jean-Pierre Jeunet,"Jean-Pierre Jeunet (scenario), Guillaume Laurant (scenario), Guillaume Laurant (dialogue)","Dany Boon, André Dussollier, Yolande Moreau, Dominique Pinon",A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.,French,France,5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTgwOTc4OTk3NV5BMl5BanBnXkFtZTcwMzc0MjMzMw@@._V1_SX300.jpg,62,7.2,27180,tt1149361,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/micmacs/,2010-12-14,"$1,260,917",Sony Pictures Classics,http://www.micmacsmovie.com,True,NA,Rotten Tomatoes,74%
8 Mile,2002,R,2002-11-08,110 min,"Drama, Music",Curtis Hanson,Scott Silver,"Eminem, Kim Basinger, Mekhi Phifer, Brittany Murphy","A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",English,"USA, Germany",Won 1 Oscar. Another 14 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,77,7.1,224552,tt0298203,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/8_mile/,2003-03-18,"$116,638,030",Universal Pictures,http://www.8-mile.com/,True,NA,Rotten Tomatoes,75%
A Knight's Tale,2001,PG-13,2001-05-11,132 min,"Action, Adventure, Romance",Brian Helgeland,Brian Helgeland,"Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany","After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",English,USA,4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SX300.jpg,56,6.9,155048,tt0183790,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/knights_tale/,2001-09-25,"$55,001,689",Columbia Pictures,http://www.aknightstale.com,True,NA,Rotten Tomatoes,58%
The Medallion,2003,PG-13,2003-08-22,88 min,"Action, Comedy, Fantasy",Gordon Chan,"Alfred Cheung (story and original characters), Bennett Davlin, Alfred Cheung, Gordon Chan, Paul Wheeler, Bey Logan","Jackie Chan, Lee Evans, Claire Forlani, Julian Sands",A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,English,"Hong Kong, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BZTAxNmQ4ODAtM2IyMy00Yjg5LTgwNDMtODM4MGQ5MGQzNmU0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,38,5.2,35681,tt0288045,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/medallion/,2003-12-23,"$21,963,412",Columbia Pictures,http://www.GetTheMedallion.com,True,NA,Rotten Tomatoes,17%
The Sixth Sense,1999,PG-13,1999-08-06,107 min,"Drama, Mystery, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,"English, Latin, Spanish",USA,Nominated for 6 Oscars. Another 32 wins & 48 nominations.,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,64,8.1,831170,tt0167404,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/sixth_sense/,2000-03-28,N/A,Hollywood/Buena Vista,http://movies.go.com/moviesdynamic/movies/movie?id=505420,True,NA,Rotten Tomatoes,85%
Man on a Ledge,2012,PG-13,2012-01-27,102 min,"Action, Adventure, Crime, Thriller",Asger Leth,Pablo F. Fenjves,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.","English, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,40,6.6,136323,tt1568338,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/man_on_a_ledge/,2012-05-29,"$18,400,000",Summit Entertainment,http://www.manonaledge.com,True,NA,Rotten Tomatoes,32%
The Big Year,2011,PG,2011-10-14,100 min,Comedy,David Frankel,"Howard Franklin (screenplay), Mark Obmascik (book)","John Cleese, Jack Black, Zahf Paroo, Stacey Scowley","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_SX300.jpg,53,6.2,38998,tt1053810,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_big_year/,2012-01-31,"$7,100,000",20th Century Fox,http://www.thebigyearmovie.com/,True,NA,Rotten Tomatoes,41%
The Karate Kid,1984,PG,1984-06-22,126 min,"Action, Drama, Family, Sport",John G. Avildsen,Robert Mark Kamen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove",A martial arts master agrees to teach karate to a bullied teenager.,"English, Japanese",USA,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,60,7.2,154682,tt0087538,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/karate_kid/,1998-04-14,N/A,Columbia Pictures,N/A,True,NA,Rotten Tomatoes,88%
American Hustle,2013,R,2013-12-20,138 min,"Crime, Drama",David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.","English, Arabic",USA,Nominated for 10 Oscars. Another 70 wins & 208 nominations.,https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,90,7.2,412889,tt1800241,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/american_hustle/,2014-03-18,"$99,165,609",Sony Pictures,http://www.americanhustle-movie.com/,True,NA,Rotten Tomatoes,92%
The Proposal,2009,PG-13,2009-06-19,108 min,"Comedy, Drama, Romance",Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,English,USA,Nominated for 1 Golden Globe. Another 7 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,48,6.7,267996,tt1041829,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10010458-proposal/,2009-10-13,"$163,900,057",Walt Disney Pictures,http://www.myspace.com/proposalmovie,True,NA,Rotten Tomatoes,45%
Double Jeopardy,1999,R,1999-09-24,105 min,"Crime, Drama, Mystery, Thriller",Bruce Beresford,"David Weisberg, Douglas Cook","Tommy Lee Jones, Ashley Judd, Benjamin Weir, Jay Brazeau","A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",English,"USA, Germany, Canada",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BM2UzNzYzMjctYmI0MS00MzQ3LTliMTktOTA1MGU0YTM3NzRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,40,6.4,64872,tt0150377,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1093614-double_jeopardy/,2000-02-22,N/A,Paramount Pictures,http://www.doublejeopardymovie.com,True,NA,Rotten Tomatoes,26%
Back to the Future Part II,1989,PG,1989-11-22,108 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)","Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",English,USA,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,57,7.8,415923,tt0096874,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/back_to_the_future_2/,2002-12-17,N/A,Universal Pictures,http://www.backtothefuture.com/,True,NA,Rotten Tomatoes,64%
Lucy,2014,R,2014-07-25,89 min,"Action, Sci-Fi, Thriller",Luc Besson,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","English, Mandarin, French, Italian, German, Spanish, Korean","France, Taiwan, Germany",1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,61,6.4,395326,tt2872732,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lucy_2014/,2015-01-20,"$108,521,370",Universal Pictures,http://www.lucymovie.com/,True,NA,Rotten Tomatoes,67%
Fifty Shades of Grey,2015,R,2015-02-13,125 min,"Drama, Romance, Thriller",Sam Taylor-Johnson,"Kelly Marcel (screenplay by), E.L. James (based on the novel by)","Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",English,USA,Nominated for 1 Oscar. Another 9 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,46,4.1,273107,tt2322441,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/fifty_shades_of_grey/,2015-05-08,"$189,859,585",Focus Features,http://www.fiftyshadesmovie.com/,True,NA,Rotten Tomatoes,25%
Spy Kids 3-D: Game Over,2003,PG,2003-07-25,84 min,"Action, Adventure, Comedy, Family, Sci-Fi",Robert Rodriguez,Robert Rodriguez (script),"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",English,USA,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTI4MTQyNTUzMF5BMl5BanBnXkFtZTcwNzE2MDAwMQ@@._V1_SX300.jpg,57,4.2,48371,tt0338459,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/spy_kids_3d_game_over/,2004-02-24,N/A,Dimension Films,http://www.spykids.com,True,NA,Rotten Tomatoes,45%
A Time to Kill,1996,R,1996-07-24,149 min,"Crime, Drama, Thriller",Joel Schumacher,"John Grisham (novel), Akiva Goldsman (screenplay)","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",English,USA,Nominated for 1 Golden Globe. Another 7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BOWExZTg4ZWYtOTQxMi00YWZkLTkxYzgtOTg1MTUxNzNiNDcxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,54,7.4,117239,tt0117913,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1072381-time_to_kill/,1997-08-22,N/A,Warner Home Video,N/A,True,NA,Rotten Tomatoes,65%
Cheaper by the Dozen,2003,PG,2003-12-25,98 min,"Comedy, Family",Shawn Levy,"Frank B. Gilbreth Jr. (novel), Ernestine Gilbreth Carey (novel), Craig Titley (screen story), Sam Harper (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)","Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling","With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",English,USA,2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_SX300.jpg,46,5.9,85669,tt0349205,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cheaper_by_the_dozen/,2004-04-06,"$138,507,634",20th Century Fox,http://www.cheaperbythedozenmovie.com/,True,NA,Rotten Tomatoes,24%
Lone Survivor,2013,R,2014-01-10,121 min,"Action, Biography, Drama, War",Peter Berg,"Peter Berg, Marcus Luttrell (book), Patrick Robinson (book)","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","English, Pushto, Arabic",USA,Nominated for 2 Oscars. Another 5 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg,60,7.5,243031,tt1091191,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/lone_survivor/,2014-06-03,"$97,665,254",Universal Studios,http://www.lonesurvivorfilm.com/,True,NA,Rotten Tomatoes,76%
A League of Their Own,1992,PG,1992-07-01,128 min,"Comedy, Drama, Family, Sport",Penny Marshall,"Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)","Tom Hanks, Geena Davis, Lori Petty, Madonna",Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,English,USA,Nominated for 2 Golden Globes. Another 6 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNjQ1NTQyYjktZDc5My00NDA1LWI1NmItY2ViNjQ0NDk4NmRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,67,7.2,82677,tt0104694,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/league_of_their_own/,1997-09-09,N/A,Columbia Pictures,N/A,True,NA,Rotten Tomatoes,78%
